"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Midazolam|Whole Blood (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0
0,3,0.0003096629,0.0002182266,0.0022902,0.1008787
0,6,0.0037897,0.002617671,0.01273254,0.2432326
0,9,0.01111581,0.007634213,0.02691372,0.3795975
0,12,0.0203997,0.0139739,0.04122523,0.4961163
0,15,0.02992445,0.02046783,0.05382629,0.5912474
0,18,0.03867657,0.02642839,0.06410129,0.668068
0,21,0.04623766,0.03157316,0.07207359,0.7300892
0,24,0.05253046,0.03585128,0.07800215,0.780256
0,27,0.05763094,0.03931563,0.0821998,0.8209168
0,30,0.06166815,0.04205485,0.08496354,0.8539321
0,33,0.06477963,0.04416315,0.08655398,0.8807771
0,36,0.06709401,0.04572847,0.0871914,0.9026352
0,39,0.06872568,0.04682901,0.08706005,0.920448
0,42,0.06977437,0.04753286,0.08631253,0.9349778
0,45,0.07032657,0.04789905,0.08507562,0.9468371
0,48,0.07045709,0.04797865,0.08345477,0.9565219
0,51,0.07023112,0.04781609,0.08153778,0.9644352
0,54,0.06970552,0.04745015,0.07939818,0.9709036
0,57,0.06893009,0.04691476,0.07709762,0.9761917
0,60,0.06794869,0.04623979,0.07468784,0.9805166
0,63,0.0668,0.04545157,0.07221229,0.9840543
0,66,0.06551812,0.04457331,0.06970746,0.9869485
0,69,0.06413315,0.04362548,0.06720373,0.9893168
0,72,0.06267156,0.04262608,0.06472625,0.9912548
0,75,0.06115654,0.04159086,0.06229552,0.9928409
0,78,0.05960823,0.04053351,0.05992796,0.9941391
0,81,0.05804395,0.03946577,0.05763632,0.9952018
0,84,0.05647844,0.03839767,0.05543008,0.9960716
0,87,0.05492403,0.03733753,0.05331583,0.9967838
0,90,0.05339081,0.0362922,0.05129762,0.9973667
0,93,0.05188685,0.03526713,0.04937729,0.9978439
0,96,0.05041841,0.03426656,0.04755485,0.9982346
0,99,0.04899015,0.0332936,0.04582881,0.9985545
0,102,0.04760531,0.03235045,0.04419645,0.9988164
0,105,0.04626597,0.03143847,0.04265418,0.9990309
0,108,0.04497317,0.03055836,0.0411977,0.9992065
0,111,0.04372717,0.02971027,0.03982236,0.9993502
0,114,0.04252763,0.02889393,0.03852331,0.9994678
0,117,0.04137373,0.02810878,0.03729567,0.9995642
0,120,0.04026432,0.027354,0.03613463,0.999643
0,135,0.03533022,0.02399826,0.03117371,0.9998684
0,150,0.03126523,0.0212348,0.0272899,0.9999514
0,165,0.02788222,0.0189356,0.024161,0.999982
0,180,0.025035,0.01700091,0.02158213,0.9999933
0,195,0.02261304,0.01535542,0.0194193,0.9999975
0,210,0.02053231,0.01394192,0.01758032,0.999999
0,225,0.01872816,0.01271644,0.0159987,0.9999996
0,240,0.01715034,0.01164478,0.0146248,0.9999999
0,255,0.01575945,0.01070016,0.01342068,0.9999999
0,270,0.01452438,0.009861409,0.01235684,1
0,285,0.01342039,0.009111732,0.0114101,1
0,300,0.01242772,0.008437678,0.01056208,1
0,315,0.01153043,0.007828416,0.009798068,1
0,330,0.01071559,0.007275159,0.009106201,1
0,345,0.009972622,0.006770722,0.008476852,1
0,360,0.009292814,0.006309178,0.007902126,1
0,375,0.008668914,0.005885602,0.007375503,1
0,390,0.008094837,0.005495858,0.006891551,1
0,405,0.007565431,0.005136447,0.006445698,1
0,420,0.007076286,0.004804374,0.006034057,1
0,435,0.006623602,0.004497056,0.005653302,1
0,450,0.006204091,0.00421226,0.005300571,1
0,465,0.005814866,0.003948027,0.004973369,1
0,480,0.005453377,0.003702623,0.0046695,1
0,495,0.005117347,0.003474503,0.004387015,1
0,510,0.004804744,0.003262287,0.00412418,1
0,525,0.004513738,0.003064733,0.003879441,1
0,540,0.004242677,0.002880718,0.003651401,1
0,555,0.003990057,0.002709222,0.003438791,1
0,570,0.003754515,0.00254932,0.003240461,1
0,585,0.003534797,0.002400159,0.00305536,1
0,600,0.003329767,0.002260969,0.002882536,1
0,615,0.003138371,0.002131035,0.002721104,1
0,630,0.00295964,0.002009697,0.002570256,1
0,645,0.002792674,0.001896346,0.00242924,1
0,660,0.002636646,0.001790421,0.002297364,1
0,675,0.002490791,0.001691401,0.002173992,1
0,690,0.002354402,0.001598806,0.002058532,1
0,705,0.002226823,0.001512193,0.00195044,1
0,720,0.002107449,0.00143115,0.00184921,1
0,735,0.001995717,0.001355293,0.001754373,1
0,750,0.001891103,0.001284269,0.001665495,1
0,765,0.001793125,0.00121775,0.001582171,1
0,780,0.001701325,0.001155424,0.001504023,1
0,795,0.001615286,0.00109701,0.001430702,1
0,810,0.001534619,0.001042242,0.001361883,1
0,825,0.001458953,0.0009908687,0.001297259,1
0,840,0.001387959,0.0009426672,0.001236554,1
0,855,0.001321317,0.0008974207,0.001179503,1
0,870,0.001258735,0.0008549294,0.001125861,1
0,885,0.001199944,0.0008150123,0.001075405,1
0,900,0.00114469,0.0007774961,0.001027923,1
0,915,0.001092738,0.0007422215,0.0009832188,1
0,930,0.00104387,0.0007090406,0.0009411105,1
0,945,0.0009978809,0.0006778139,0.0009014269,1
0,960,0.0009545827,0.0006484141,0.0008640115,1
0,975,0.000913797,0.0006207199,0.0008287152,1
0,990,0.0008753582,0.0005946191,0.0007953999,1
0,1005,0.0008391148,0.0005700086,0.0007639385,1
0,1020,0.0008049212,0.0005467898,0.0007342095,1
0,1035,0.0007726452,0.0005248729,0.0007061025,1
0,1050,0.0007421633,0.0005041738,0.0006795144,1
0,1065,0.0007133586,0.0004846135,0.0006543478,1
0,1080,0.0006861243,0.0004661194,0.0006305124,1
0,1095,0.0006603592,0.0004486226,0.0006079234,1
0,1110,0.0006359696,0.0004320598,0.0005865025,1
0,1125,0.0006128698,0.0004163725,0.0005661788,1
0,1140,0.000590978,0.0004015055,0.0005468844,1
0,1155,0.0005702179,0.0003874068,0.000528554,1
0,1170,0.0005505176,0.0003740276,0.000511126,1
0,1185,0.0005318097,0.0003613222,0.0004945429,1
0,1200,0.0005140361,0.0003492511,0.0004787597,1
0,1215,0.0004971388,0.000337775,0.0004637281,1
0,1230,0.0004810642,0.0003268575,0.0004494031,1
0,1245,0.00046576,0.0003164631,0.0004357364,1
0,1260,0.0004511788,0.0003065595,0.0004226871,1
0,1275,0.0004372802,0.0002971194,0.0004102255,1
0,1290,0.0004240269,0.0002881175,0.0003983243,1
0,1305,0.0004113832,0.0002795295,0.000386956,1
0,1320,0.0003993042,0.000271325,0.0003760689,1
0,1335,0.000387749,0.000263476,0.0003656176,1
0,1350,0.000376694,0.0002559667,0.0003556095,1
0,1365,0.0003661196,0.0002487839,0.0003460289,1
0,1380,0.000355993,0.000241905,0.0003368232,1
0,1395,0.0003462768,0.0002353047,0.0003279736,1
0,1410,0.000336968,0.0002289813,0.000319497,1
0,1425,0.000328044,0.000222919,0.0003113347,1
0,1440,0.0003194626,0.0002170894,0.0003034846,1
