"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,3.092533E-09,2.599038E-07,8.827881E-11,5.074571E-12,0,4.493211E-08,2.353776E-06,1.439014E-09,1.502692E-10,0,0,3.9961E-05,0,0
0,6,0,3.854383E-07,9.06925E-06,1.441661E-08,1.777439E-09,0,2.171259E-06,3.346675E-05,8.756766E-08,1.604954E-08,0,0,0.0002497751,0,0
0,9,0,4.358957E-06,5.759805E-05,1.767174E-07,3.387716E-08,0,1.582412E-05,0.0001425959,6.838159E-07,1.763918E-07,0,0,0.000691116,0,0
0,12,0,2.057802E-05,0.0001917486,8.631623E-07,2.201804E-07,0,5.735082E-05,0.0003787612,2.551653E-06,8.324383E-07,0,0,0.001376651,0,0
0,15,0,6.231637E-05,0.0004561496,2.656151E-06,8.281736E-07,0,0.0001453229,0.0007806638,6.5517E-06,2.53923E-06,0,0,0.0023019,0,0
0,18,0,0.0001449,0.0008861391,6.221183E-06,2.249198E-06,0,0.0002972872,0.001375039,1.347389E-05,5.953356E-06,0,0,0.003456192,0,0
0,21,0,0.0002835177,0.001506152,1.220213E-05,4.936583E-06,0,0.0005284174,0.002177841,2.396972E-05,1.172902E-05,0,0,0.004819436,0,0
0,24,0,0.0004918995,0.002329451,2.116027E-05,9.341066E-06,0,0.0008508987,0.003192418,3.85279E-05,2.044441E-05,0,0,0.006368551,0,0
0,27,0,0.0007814152,0.003359651,3.353534E-05,1.586044E-05,0,0.001273587,0.004419343,5.746048E-05,3.255158E-05,0,0,0.008107808,0,0
0,30,0,0.001161164,0.004597341,4.965111E-05,2.480909E-05,0,0.001803723,0.005857309,8.098999E-05,4.837264E-05,0,0,0.01002386,0,0
0,33,0,0.001638632,0.006040328,6.974932E-05,3.641695E-05,0,0.002447285,0.007501831,0.0001092734,6.812399E-05,0,0,0.01210334,0,0
0,36,0,0.002219901,0.007683508,9.40018E-05,5.084005E-05,0,0.003208854,0.009346087,0.0001423975,9.193101E-05,0,0,0.01433371,0,0
0,39,0,0.002909734,0.009519568,0.0001225164,6.817021E-05,0,0.00409174,0.01138169,0.000180387,0.0001198399,0,0,0.01670329,0,0
0,42,0,0.003711694,0.01153971,0.0001553444,8.844376E-05,0,0.00509815,0.01359932,0.0002232152,0.0001518301,0,0,0.01920141,0,0
0,45,0,0.00462829,0.01373429,0.0001924893,0.0001116505,0,0.006229365,0.01598923,0.000270815,0.0001878268,0,0,0.02181705,0,0
0,48,0,0.005661114,0.01609258,0.0002339155,0.0001377426,0,0.007485765,0.01853764,0.0003230842,0.0002277132,0,0,0.02450388,0,0
0,51,0,0.006810585,0.01859819,0.0002795414,0.0001666414,0,0.008865588,0.02122326,0.0003798367,0.0002713298,0,0,0.02725003,0,0
0,54,0,0.008075287,0.02123216,0.0003292144,0.000198234,0,0.0103649,0.02403004,0.0004407996,0.0003184613,0,0,0.03006501,0,0
0,57,0,0.009452475,0.02397976,0.0003827339,0.0002323725,0,0.01197969,0.02694779,0.0005057073,0.000368855,0,0,0.03295496,0,0
0,60,0,0.01093911,0.02683141,0.0004398965,0.0002688871,0,0.01370673,0.02997052,0.0005743431,0.000422255,0,0,0.03592343,0,0
0,63,0,0.01253247,0.02978128,0.0005005209,0.0003076054,0,0.01554361,0.03309473,0.0006465364,0.0004784243,0,0,0.03897193,0,0
0,66,0,0.01423032,0.03282572,0.0005644543,0.0003483679,0,0.01748847,0.03631811,0.0007221478,0.0005371543,0,0,0.04210053,0,0
0,69,0,0.01603085,0.03596214,0.000631568,0.000391034,0,0.01953976,0.03963875,0.0008010574,0.0005982648,0,0,0.04530788,0,0
0,72,0,0.01793252,0.03918837,0.0007017475,0.0004354803,0,0.02169605,0.04305474,0.0008831547,0.0006615964,0,0,0.04859192,0,0
0,75,0,0.01993391,0.04250234,0.0007748891,0.0004815976,0,0.02395587,0.04656404,0.0009683339,0.0007270066,0,0,0.05195013,0,0
0,78,0,0.0220336,0.04590182,0.0008508943,0.0005292884,0,0.02631766,0.05016428,0.00105649,0.0007943657,0,0,0.05537955,0,0
0,81,0,0.02423012,0.04938431,0.0009296665,0.0005784635,0,0.02877965,0.05385273,0.001147515,0.0008635517,0,0,0.05887698,0,0
0,84,0,0.02652185,0.05294701,0.001011108,0.0006290387,0,0.03133989,0.05762636,0.001241299,0.0009344478,0,0,0.06243904,0,0
0,87,0,0.02890698,0.0565868,0.001095121,0.0006809339,0,0.03399614,0.06148177,0.001337728,0.001006942,0,0,0.06606226,0,0
0,90,0,0.03138348,0.06030029,0.001181603,0.0007340714,0,0.03674589,0.06541527,0.001436683,0.001080923,0,0,0.06974316,0,0
0,93,0,0.03394909,0.06408381,0.001270449,0.0007883746,0,0.03958639,0.06942292,0.00153804,0.001156282,0,0,0.07347829,0,0
0,96,0,0.03660129,0.06793353,0.001361549,0.0008437679,0,0.0425146,0.07350057,0.001641674,0.001232912,0,0,0.07726423,0,0
0,99,0,0.03933735,0.07184542,0.001454793,0.0009001757,0,0.04552729,0.07764395,0.001747458,0.001310705,0,0,0.08109766,0,0
0,102,0,0.04215432,0.07581536,0.001550067,0.0009575231,0,0.04862098,0.0818486,0.001855261,0.001389556,0,0,0.08497538,0,0
0,105,0,0.04504903,0.07983911,0.001647255,0.001015736,0,0.05179202,0.08611001,0.001964945,0.001469361,0,0,0.0888943,0,0
0,108,0,0.04801815,0.08391241,0.001746236,0.001074743,0,0.05503659,0.09042361,0.002076372,0.001550019,0,0,0.09285141,0,0
0,111,0,0.05105815,0.08803095,0.001846889,0.001134471,0,0.0583507,0.0947848,0.002189414,0.00163143,0,0,0.09684386,0,0
0,114,0,0.0541654,0.09219041,0.001949099,0.00119485,0,0.0617303,0.09918893,0.002303946,0.001713495,0,0,0.1008689,0,0
0,117,0,0.05733615,0.09638647,0.002052747,0.001255811,0,0.06517121,0.1036313,0.002419823,0.001796122,0,0,0.104923,0,0
0,120,0,0.06056653,0.1006126,0.00215771,0.001317287,0,0.06866896,0.1080939,0.002536908,0.001879219,0,0,0.1088739,0,0
0,123,0,0.06385152,0.1048446,0.002263839,0.001379211,0,0.07221544,0.1125443,0.002654947,0.001962688,0,0,0.1128166,0,0
0,126,0,0.06718416,0.1090648,0.002370918,0.001441511,0,0.07580117,0.1169797,0.002773632,0.002046407,0,0,0.1167746,0,0
0,129,0,0.07055698,0.1132685,0.002478721,0.001504099,0,0.07941888,0.1214001,0.002892734,0.00213024,0,0,0.120746,0,0
0,132,0,0.07396332,0.1174558,0.00258705,0.001566879,0,0.08306295,0.1258058,0.003012093,0.002214059,0,0,0.1247296,0,0
0,135,0,0.07739757,0.1216271,0.002695747,0.001629761,0,0.08672873,0.1301964,0.003131585,0.002297751,0,0,0.1287212,0,0
0,138,0,0.08085526,0.1257816,0.002804695,0.001692668,0,0.09041225,0.13457,0.003251109,0.002381229,0,0,0.1327197,0,0
0,141,0,0.08433228,0.1299179,0.002913787,0.001755536,0,0.09410963,0.1389248,0.003370568,0.002464419,0,0,0.1367261,0,0
0,144,0,0.08782486,0.1340346,0.003022928,0.001818312,0,0.09781725,0.1432592,0.003489871,0.002547258,0,0,0.1407391,0,0
0,147,0,0.09132945,0.1381303,0.003132031,0.00188095,0,0.1015317,0.1475713,0.003608935,0.002629694,0,0,0.1447574,0,0
0,150,0,0.09484277,0.1422034,0.003241014,0.00194341,0,0.1052498,0.1518591,0.00372768,0.002711679,0,0,0.1487796,0,0
0,153,0,0.09836174,0.146252,0.003349804,0.002005657,0,0.1089686,0.1561203,0.003846033,0.002793175,0,0,0.1528046,0,0
0,156,0,0.1018835,0.1502742,0.003458332,0.002067664,0,0.1126851,0.1603527,0.003963926,0.002874147,0,0,0.1568311,0,0
0,159,0,0.1054051,0.1542682,0.003566531,0.002129401,0,0.1163965,0.164554,0.004081291,0.002954563,0,0,0.160858,0,0
0,162,0,0.1089241,0.1582318,0.003674337,0.002190845,0,0.1201003,0.1687219,0.004198065,0.003034394,0,0,0.1648841,0,0
0,165,0,0.1124378,0.1621631,0.003781692,0.002251974,0,0.1237938,0.1728541,0.004314187,0.003113615,0,0,0.1689082,0,0
0,168,0,0.1159438,0.1660602,0.003888538,0.002312767,0,0.1274747,0.1769485,0.0044296,0.003192203,0,0,0.1729293,0,0
0,171,0,0.1194398,0.169921,0.003994822,0.002373206,0,0.1311406,0.1810027,0.004544251,0.003270137,0,0,0.1769463,0,0
0,174,0,0.1229236,0.1737435,0.004100493,0.002433277,0,0.1347895,0.1850147,0.004658088,0.003347401,0,0,0.1809581,0,0
0,177,0,0.1263932,0.177526,0.004205505,0.002492963,0,0.1384192,0.1889822,0.004771064,0.003423977,0,0,0.1849637,0,0
0,180,0,0.1298465,0.1812665,0.004309812,0.00255225,0,0.1420277,0.1929033,0.004883132,0.003499851,0,0,0.1889613,0,0
0,183,0,0.1332816,0.1849632,0.00441337,0.002611127,0,0.1456132,0.1967756,0.004994251,0.003575008,0,0,0.1929493,0,0
0,186,0,0.1366968,0.1886139,0.004516137,0.002669581,0,0.1491738,0.2005969,0.005104376,0.003649438,0,0,0.1969269,0,0
0,189,0,0.1400902,0.1922169,0.004618075,0.002727602,0,0.1527078,0.2043651,0.005213466,0.00372313,0,0,0.200893,0,0
0,192,0,0.1434601,0.1957701,0.004719144,0.00278518,0,0.1562134,0.2080781,0.005321484,0.003796073,0,0,0.2048467,0,0
0,195,0,0.146805,0.1992717,0.004819307,0.002842307,0,0.159689,0.211734,0.00542839,0.003868259,0,0,0.2087868,0,0
0,198,0,0.1501232,0.2027202,0.00491853,0.002898973,0,0.1631331,0.2153309,0.00553415,0.003939679,0,0,0.2127125,0,0
0,201,0,0.1534133,0.2061137,0.005016778,0.002955172,0,0.1665443,0.2188668,0.005638731,0.004010328,0,0,0.2166186,0,0
0,204,0,0.1566739,0.2094497,0.00511402,0.003010896,0,0.169921,0.2223369,0.005742098,0.004080198,0,0,0.2204932,0,0
0,207,0,0.1599034,0.2127236,0.005210221,0.003066139,0,0.1732614,0.2257352,0.005844204,0.004149285,0,0,0.224335,0,0
0,210,0,0.1631001,0.2159303,0.005305336,0.003120894,0,0.1765634,0.2290564,0.005944994,0.00421758,0,0,0.2281433,0,0
0,213,0,0.1662621,0.2190651,0.005399319,0.003175154,0,0.1798249,0.2322961,0.006044408,0.004285075,0,0,0.2319177,0,0
0,216,0,0.1693874,0.222124,0.005492118,0.003228911,0,0.1830435,0.2354505,0.006142387,0.004351758,0,0,0.2356575,0,0
0,219,0,0.172474,0.2251036,0.00558368,0.003282154,0,0.1862172,0.2385163,0.006238873,0.004417619,0,0,0.2393624,0,0
0,222,0,0.1755198,0.2280014,0.005673954,0.003334874,0,0.189344,0.2414913,0.006333814,0.004482641,0,0,0.2430319,0,0
0,225,0,0.1785229,0.2308148,0.00576289,0.003387058,0,0.1924218,0.2443729,0.00642716,0.004546814,0,0,0.2466656,0,0
0,228,0,0.1814816,0.2335423,0.005850445,0.003438695,0,0.1954491,0.2471598,0.006518866,0.004610123,0,0,0.2502631,0,0
0,231,0,0.184394,0.2361819,0.005936571,0.003489775,0,0.1984241,0.2498501,0.006608889,0.004672557,0,0,0.2538241,0,0
0,234,0,0.1872587,0.2387327,0.006021234,0.003540286,0,0.2013454,0.2524428,0.006697195,0.004734103,0,0,0.2573483,0,0
0,237,0,0.1900741,0.2411934,0.006104394,0.003590218,0,0.2042115,0.254937,0.006783748,0.004794752,0,0,0.2608354,0,0
0,240,0,0.192839,0.2435635,0.006186023,0.003639563,0,0.2070213,0.2573321,0.00686852,0.004854494,0,0,0.2642853,0,0
0,243,0,0.1955521,0.2458425,0.00626609,0.003688312,0,0.2097738,0.2596278,0.006951486,0.004913321,0,0,0.2676978,0,0
0,246,0,0.1982124,0.24803,0.006344571,0.003736457,0,0.2124679,0.2618237,0.007032624,0.004971226,0,0,0.2710726,0,0
0,249,0,0.200819,0.2501259,0.006421444,0.003783992,0,0.2151029,0.2639199,0.007111916,0.005028205,0,0,0.2744097,0,0
0,252,0,0.203371,0.2521302,0.006496689,0.003830911,0,0.2176779,0.2659165,0.007189345,0.005084252,0,0,0.2777089,0,0
0,255,0,0.2058676,0.254043,0.00657029,0.003877209,0,0.2201925,0.2678138,0.0072649,0.005139365,0,0,0.2809703,0,0
0,258,0,0.2083082,0.2558645,0.006642234,0.003922883,0,0.222646,0.269612,0.007338568,0.005193541,0,0,0.2841936,0,0
0,261,0,0.2106923,0.2575951,0.006712507,0.003967929,0,0.225038,0.2713116,0.007410342,0.005246778,0,0,0.2873785,0,0
