"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0
0,3,0,0.0002698832,0,0.002262923,0,0.01440357
0,6,0,0.003917981,0,0.01418197,0,0.04760362
0,9,0,0.01478462,0,0.03770869,0,0.09656598
0,12,0,0.03536505,0,0.07379696,0,0.1582021
0,15,0,0.06697937,0,0.1220552,0,0.2282011
0,18,0,0.1097465,0,0.1810181,0,0.3022856
0,21,0,0.1627852,0,0.2485883,0,0.3767856
0,24,0,0.2245123,0,0.3223787,0,0.4488347
0,27,0,0.292933,0,0.399965,0,0.5163897
0,30,0,0.3658881,0,0.4790688,0,0.5781678
0,33,0,0.4412521,0,0.557685,0,0.6335219
0,36,0,0.5170733,0,0.6341427,0,0.6822927
0,39,0,0.591657,0,0.7071257,0,0.7246717
0,42,0,0.6636122,0,0.7756614,0,0.7610846
0,45,0,0.7318614,0,0.8390965,0,0.7920875
0,48,0,0.795625,0,0.8970384,0,0.8182917
0,51,0,0.8543879,0,0.9493229,0,0.8403149
0,54,0,0.9078653,0,0.9959555,0,0.8587455
0,57,0,0.9559551,0,1.037068,0,0.8741235
0,60,0,0.9987051,0,1.072911,0,0.8869308
0,63,0,1.036271,0,1.103744,0,0.8975893
0,66,0,1.068886,0,1.129957,0,0.9064623
0,69,0,1.096847,0,1.151847,0,0.9138585
0,72,0,1.120461,0,1.169809,0,0.9200384
0,75,0,1.140071,0,1.184193,0,0.9252194
0,78,0,1.156018,0,1.195336,0,0.9295821
0,81,0,1.168633,0,1.203574,0,0.9332757
