"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,9705,0.6876212,0.6490413,1.063637
0,9720,0.6736062,0.6352507,1.063705
0,9735,0.6601822,0.6220322,1.06377
0,9750,0.6473412,0.6094275,1.063833
0,9765,0.6350548,0.5973588,1.063895
0,9780,0.6232925,0.5858223,1.063954
0,9795,0.6119836,0.5747113,1.064011
0,9810,0.601099,0.5640429,1.064067
0,9825,0.5906569,0.5538353,1.064121
0,9840,0.5806458,0.5440477,1.064173
0,9855,0.571022,0.5346284,1.064224
0,9870,0.5617513,0.5255767,1.064273
0,9885,0.5528375,0.5168935,1.064321
0,9900,0.54426,0.5085282,1.064368
0,9915,0.5359954,0.5004817,1.064413
0,9930,0.5280281,0.4927327,1.064456
0,9945,0.5203443,0.4852667,1.064499
0,9960,0.5129305,0.4780699,1.064541
0,9975,0.5057729,0.4711287,1.064581
0,9990,0.4988589,0.4644309,1.06462
0,10005,0.4921764,0.4579638,1.064658
0,10020,0.485714,0.4517164,1.064695
0,10035,0.4794611,0.4456777,1.064732
0,10050,0.4734075,0.4398376,1.064767
0,10065,0.4675435,0.4341865,1.064802
0,10080,0.4618601,0.4287153,1.064835
