"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,6.695283E-06,0.0003803194,2.295146E-07,1.572155E-08,0,6.996096E-05,0.002104294,2.664011E-06,3.310464E-07,0,0,0.07648802,0,0
0,6,0,0.000237239,0.003895618,9.655279E-06,1.495898E-06,0,0.0009862756,0.009788999,4.270402E-05,9.589226E-06,0,0,0.1732824,0,0
0,9,0,0.001289027,0.01243846,5.367839E-05,1.257828E-05,0,0.003581324,0.0229499,0.0001561669,4.792984E-05,0,0,0.2785858,0,0
0,12,0,0.003691532,0.02605301,0.0001518359,4.502273E-05,0,0.0081461,0.04090394,0.0003478631,0.0001284565,0,0,0.3862187,0,0
0,15,0,0.007727534,0.0440703,0.0003101711,0.0001061058,0,0.01468823,0.06276873,0.0006092269,0.000252622,0,0,0.4917619,0,0
0,18,0,0.01347416,0.06560829,0.0005259035,0.0001967457,0,0.02306627,0.08764235,0.0009283233,0.0004149422,0,0,0.592258,0,0
0,21,0,0.02086443,0.08976529,0.0007920468,0.0003135905,0,0.03305176,0.1146648,0.001293097,0.0006073936,0,0,0.6858943,0,0
0,24,0,0.02973759,0.1156981,0.001100056,0.0004514473,0,0.0443727,0.1430455,0.001692371,0.0008218405,0,0,0.7717071,0,0
0,27,0,0.03987937,0.1426303,0.001441176,0.0006048637,0,0.05674523,0.1717927,0.002116169,0.001051091,0,0,0.8296319,0,0
