"IndividualId","Time [min]","Organism|Kidney|Urine|Rifampicin [µmol]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,9750,739.2003,0.6939397,0.6494146,0
0,9765,739.4028,0.68108,0.6368412,0
0,9780,739.6014,0.6688029,0.6248504,0
0,9795,739.7963,0.6570776,0.6134098,0
0,9810,739.9877,0.6458714,0.6024872,0
0,9825,740.1757,0.6351544,0.5920526,0
0,9840,740.3604,0.6248968,0.582076,0
0,9855,740.542,0.6150722,0.5725315,0
0,9870,740.7206,0.605655,0.5633928,0
0,9885,740.8965,0.5966214,0.5546365,0
0,9900,741.0696,0.5879496,0.5462407,0
0,9915,741.2401,0.5796187,0.5381845,0
0,9930,741.408,0.5716097,0.5304489,0
0,9945,741.5736,0.5639036,0.5230147,0
0,9960,741.7369,0.5564833,0.5158651,0
0,9975,741.8979,0.5493339,0.5089849,0
0,9990,742.0568,0.5424402,0.5023592,0
0,10005,742.2136,0.535786,0.4959714,0
0,10020,742.3685,0.5293602,0.4898106,0
0,10035,742.5214,0.5231516,0.4838655,0
0,10050,742.6724,0.5171446,0.4781206,0
0,10065,742.8217,0.5113305,0.472567,0
0,10080,742.9692,0.5056994,0.4671949,0
