"IndividualId","Time [min]","Organism|Gallbladder|Rifampicin [µmol]","Organism|Kidney|Urine|Rifampicin [µmol]","Organism|PeripheralVenousBlood|Rifampicin|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Rifampicin|Concentration in container [µmol/l]","Organism|Lumen|Rifampicin|Fraction of oral drug mass absorbed into mucosa"
0,8190,197.3766,372.1553,0.5094901,0.4815379,0.9982679
0,8205,197.501,372.3038,0.4980932,0.4702983,0.9983048
0,8220,197.6223,372.4489,0.4872233,0.4595862,0.99834
0,8235,197.7405,372.5907,0.4768499,0.4493708,0.9983737
0,8250,197.856,372.7294,0.4669451,0.4396239,0.9984059
0,8265,197.9687,372.8651,0.4574829,0.4303202,0.9984366
0,8280,198.0788,372.9979,0.4484388,0.421435,0.998466
0,8295,198.1864,373.128,0.4397887,0.4129432,0.9984941
0,8310,198.2916,373.2555,0.4315112,0.4048239,0.9985209
0,8325,198.3946,373.3805,0.4235866,0.3970585,0.9985465
0,8340,198.4954,373.5031,0.4159944,0.3896252,0.9985709
0,8355,198.5941,373.6235,0.4087161,0.3825044,0.9985943
0,8370,198.6908,373.7416,0.4017362,0.3756831,0.9986166
0,8385,198.7856,373.8577,0.3950388,0.3691451,0.9986378
0,8400,198.8785,373.9717,0.388606,0.3628696,0.9986581
0,8415,198.9697,374.0838,0.382425,0.3568451,0.9986775
0,8430,199.0592,374.194,0.3764852,0.3510648,0.998696
0,8445,199.147,374.3025,0.3707704,0.345508,0.9987136
0,8460,199.2333,374.4093,0.3652665,0.3401577,0.9987304
0,8475,199.3181,374.5144,0.3599685,0.3350168,0.9987465
0,8490,199.4014,374.6179,0.3548667,0.3300757,0.9987618
0,8505,199.4833,374.7199,0.3499445,0.3253082,0.9987763
0,8520,199.5639,374.8204,0.3451929,0.3207075,0.9987903
0,8535,199.6432,374.9196,0.340604,0.3162743,0.9988035
0,8550,199.7213,375.0173,0.3361697,0.3119956,0.9988161
0,8565,199.7981,375.1137,0.3318832,0.3078623,0.9988282
0,8580,199.8738,375.2089,0.32774,0.3038736,0.9988397
0,8595,199.9483,375.3028,0.3237344,0.3000231,0.9988506
0,8610,200.0218,375.3955,0.3198521,0.2962912,0.998861
0,8625,200.0942,375.4871,0.3160881,0.2926754,0.998871
0,8640,200.1656,375.5775,0.3124432,0.2891852,0.9988804
0,8655,200.258,375.7161,0.714344,1.036205,0.8888236
0,8670,200.5739,376.3141,2.774348,3.593545,0.9390235
0,8685,201.2991,377.7894,5.68199,6.549481,0.9696428
0,8700,202.3931,380.0812,7.960975,8.564019,0.9830273
0,8715,203.7272,382.8589,9.13696,9.448923,0.9881821
0,8730,205.1846,385.8084,9.42156,9.524778,0.9901201
0,8745,206.6822,388.7224,9.158811,9.138775,0.9909017
0,8760,208.167,391.4885,8.618031,8.535318,0.9912888
0,8775,209.6079,394.0581,7.968755,7.860159,0.9915491
0,8790,210.9879,396.4188,7.305438,7.191058,0.9917714
0,8805,212.2992,398.5771,6.675169,6.564931,0.9919831
0,8820,213.5395,400.5483,6.097893,5.995983,0.9921919
0,8835,214.7096,402.3503,5.579056,5.486656,0.992399
0,8850,215.8123,404.0012,5.116897,5.033636,0.9926063
0,8865,216.8511,405.5179,4.706994,4.63219,0.9928154
0,8880,217.8301,406.9156,4.343589,4.275764,0.9930251
0,8895,218.7533,408.2074,4.020533,3.958769,0.9932348
0,8910,219.6247,409.405,3.732442,3.675952,0.993444
0,8925,220.448,410.5183,3.474826,3.422548,0.9936522
0,8940,221.2268,411.5561,3.243451,3.194655,0.9938588
0,8955,221.9641,412.5258,3.03482,2.98889,0.9940624
0,8970,222.6631,413.4339,2.845894,2.802296,0.9942595
0,8985,223.3263,414.286,2.674084,2.632395,0.9944499
0,9000,223.9561,415.0871,2.517254,2.477137,0.9946336
0,9015,224.5549,415.8415,2.37361,2.334794,0.9948109
0,9030,225.1246,416.553,2.241639,2.203913,0.9949819
0,9045,225.6669,417.2251,2.120034,2.083204,0.9951469
0,9060,226.1838,417.8607,2.007729,1.971687,0.9953059
0,9075,226.6766,418.4627,1.903915,1.868531,0.9954591
0,9090,227.1467,419.0334,1.807515,1.77266,0.9956067
0,9105,227.5956,419.5751,1.718039,1.683692,0.9957488
0,9120,228.0245,420.0899,1.634749,1.600807,0.9958856
0,9135,228.4344,420.5795,1.55714,1.523588,0.9960173
0,9150,228.8265,421.0457,1.484691,1.451423,0.9961441
0,9165,229.2017,421.49,1.416974,1.384019,0.996266
0,9180,229.561,421.9138,1.353671,1.320981,0.9963832
0,9195,229.9052,422.3185,1.294401,1.261955,0.996496
0,9210,230.2351,422.7052,1.238848,1.206629,0.9966044
0,9225,230.5515,423.0751,1.186735,1.154727,0.9967086
0,9240,230.8551,423.4292,1.13781,1.106,0.9968086
0,9255,231.1467,423.7685,1.091842,1.060219,0.9969048
0,9270,231.4267,424.0938,1.048618,1.017175,0.9969971
0,9285,231.6959,424.406,1.007946,0.9766768,0.9970858
0,9300,231.9547,424.7059,0.9696493,0.9385477,0.9971709
0,9315,232.2038,424.9942,0.9335654,0.9026276,0.9972526
0,9330,232.4436,425.2715,0.8995472,0.8687704,0.9973311
0,9345,232.6746,425.5385,0.8674574,0.8368382,0.9974063
0,9360,232.8972,425.7957,0.8371705,0.8067082,0.9974785
0,9375,233.1119,426.0437,0.8085676,0.7782594,0.9975477
0,9390,233.3191,426.2831,0.7815418,0.7513879,0.9976141
0,9405,233.5191,426.5142,0.7559915,0.7259911,0.9976777
0,9420,233.7123,426.7376,0.7318228,0.701974,0.9977387
0,9435,233.899,426.9537,0.7089523,0.6792586,0.9977971
0,9450,234.0797,427.1628,0.6872934,0.6577487,0.9978532
0,9465,234.2544,427.3653,0.6667802,0.6373933,0.9979068
0,9480,234.4237,427.5616,0.6473326,0.6180957,0.9979582
0,9495,234.5876,427.752,0.628886,0.5997973,0.9980074
0,9510,234.7465,427.9368,0.6113874,0.5824609,0.9980545
0,9525,234.9007,428.1163,0.5947747,0.5659953,0.9980996
0,9540,235.0503,428.2908,0.5790184,0.5504095,0.9981428
0,9555,235.1955,428.4604,0.5640415,0.5355763,0.9981841
0,9570,235.3367,428.6256,0.54979,0.521471,0.9982237
0,9585,235.4739,428.7864,0.53622,0.5080617,0.9982615
0,9600,235.6074,428.9431,0.5233086,0.4953079,0.9982978
0,9615,235.7373,429.0959,0.5110435,0.4832151,0.9983323
0,9630,235.8638,429.245,0.499356,0.4716695,0.9983655
0,9645,235.987,429.3906,0.488203,0.4606692,0.9983971
0,9660,236.1071,429.5328,0.4775525,0.4501775,0.9984273
0,9675,236.2243,429.6717,0.4673944,0.4401813,0.9984563
0,9690,236.3387,429.8076,0.4577208,0.4306774,0.9984839
0,9705,236.4503,429.9406,0.4484755,0.421575,0.9985104
0,9720,236.5594,430.0708,0.4396262,0.4128826,0.9985356
0,9735,236.666,430.1983,0.4311537,0.4045678,0.9985597
0,9750,236.7703,430.3232,0.4230545,0.396633,0.9985827
0,9765,236.8723,430.4458,0.4153183,0.389062,0.9986047
0,9780,236.9721,430.5659,0.4079017,0.3817898,0.9986258
0,9795,237.0698,430.6839,0.4007808,0.3748271,0.9986458
0,9810,237.1656,430.7997,0.3939448,0.3681484,0.9986649
0,9825,237.2595,430.9135,0.3873954,0.361764,0.9986832
0,9840,237.3515,431.0253,0.3811173,0.3556458,0.9987007
0,9855,237.4418,431.1352,0.3750801,0.3497546,0.9987173
0,9870,237.5304,431.2433,0.3692654,0.3440978,0.9987332
0,9885,237.6174,431.3496,0.3636683,0.3386573,0.9987484
0,9900,237.7028,431.4543,0.3582933,0.3334458,0.9987628
0,9915,237.7867,431.5574,0.3531205,0.3284272,0.9987766
0,9930,237.8692,431.6589,0.3481312,0.3235855,0.9987897
0,9945,237.9503,431.7589,0.343311,0.3189214,0.9988023
0,9960,238.0301,431.8575,0.3386586,0.3144241,0.9988142
0,9975,238.1086,431.9547,0.3341782,0.3101039,0.9988257
0,9990,238.1859,432.0506,0.3298501,0.3059244,0.9988365
0,10005,238.2619,432.1452,0.3256633,0.3018873,0.9988469
0,10020,238.3369,432.2385,0.3216094,0.2979881,0.9988568
0,10035,238.4107,432.3307,0.3176865,0.2942174,0.9988661
0,10050,238.4834,432.4216,0.3138887,0.2905703,0.9988751
0,10065,238.5551,432.5115,0.3102088,0.2870406,0.9988837
0,10080,238.6257,432.6002,0.3066404,0.2836219,0.9988918
