"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Midazolam|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Hydroxy-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Keto-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|N-desalkyl-Itraconazole|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|VenousBlood|Plasma|Midazolam|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Hydroxy-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|Keto-Itraconazole|Concentration in container [µmol/l]","Organism|VenousBlood|Plasma|N-desalkyl-Itraconazole|Concentration in container [µmol/l]","Organism|Lumen|Midazolam|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Hydroxy-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|Keto-Itraconazole|Fraction of oral drug mass absorbed into mucosa","Organism|Lumen|N-desalkyl-Itraconazole|Fraction of oral drug mass absorbed into mucosa"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,8.807044E-06,0.0004897429,3.037453E-07,2.124088E-08,0,9.023767E-05,0.002741418,3.441669E-06,4.322596E-07,0,0,0.02558155,0,0
0,6,0,0.0003108597,0.005179145,1.258897E-05,1.929276E-06,0,0.00130282,0.01314575,5.602418E-05,1.238232E-05,0,0,0.0584504,0,0
0,9,0,0.001714348,0.01678926,7.06538E-05,1.62111E-05,0,0.004787476,0.03134421,0.000205901,6.154412E-05,0,0,0.09688592,0,0
0,12,0,0.004959692,0.03589067,0.0002004571,5.748366E-05,0,0.01102237,0.05736796,0.0004604037,0.0001628908,0,0,0.1382834,0,0
0,15,0,0.01050712,0.06219377,0.0004115288,0.0001339505,0,0.02014115,0.09035321,0.0008115273,0.0003165615,0,0,0.1806236,0,0
0,18,0,0.01853125,0.09490889,0.000701723,0.0002456891,0,0.03198443,0.1296707,0.001244105,0.0005142185,0,0,0.2245904,0,0
0,21,0,0.02898466,0.1334262,0.001062773,0.0003875014,0,0.04627933,0.1750375,0.001743392,0.0007446644,0,0,0.2703691,0,0
0,24,0,0.04169776,0.1773631,0.001484773,0.0005521301,0,0.06272431,0.2260785,0.002296914,0.0009970888,0,0,0.3164625,0,0
0,27,0,0.05643436,0.2262284,0.001957815,0.0007323289,0,0.08098553,0.2821749,0.002893144,0.00126231,0,0,0.3625591,0,0
0,30,0,0.07291397,0.2794508,0.002472111,0.000921782,0,0.1007169,0.3427537,0.003521136,0.001532926,0,0,0.4086632,0,0
0,33,0,0.09084126,0.3365089,0.003018344,0.001115328,0,0.1215976,0.4073058,0.00417127,0.001803157,0,0,0.4547828,0,0
0,36,0,0.1099322,0.3969519,0.003588105,0.001308922,0,0.1433472,0.475381,0.004835501,0.002068648,0,0,0.500926,0,0
0,39,0,0.1299291,0.4603893,0.00417412,0.001499508,0,0.1657272,0.5465739,0.005507264,0.002326235,0,0,0.5470758,0,0
0,42,0,0.1506059,0.5264718,0.004770262,0.001684862,0,0.1885374,0.6205107,0.006181281,0.002573724,0,0,0.5932268,0,0
0,45,0,0.1717686,0.5948821,0.005371474,0.001863439,0,0.2116115,0.6968489,0.006853343,0.002809685,0,0,0.6393795,0,0
0,48,0,0.1932532,0.6653311,0.005973629,0.002034224,0,0.2348117,0.7752759,0.007520108,0.003033276,0,0,0.6855349,0,0
0,51,0,0.2149221,0.737555,0.0065734,0.002196616,0,0.2580246,0.8555056,0.008178972,0.0032441,0,0,0.7316931,0,0
0,54,0,0.2366611,0.8113051,0.007168137,0.002350328,0,0.2811578,0.9372275,0.008827913,0.003442097,0,0,0.777325,0,0
0,57,0,0.2583751,0.8861717,0.007755737,0.0024953,0,0.304132,1.019241,0.009465368,0.003627468,0,0,0.8131322,0,0
0,60,0,0.2799761,0.9603352,0.008334518,0.002631709,0,0.3268441,1.098567,0.01008994,0.003800894,0,0,0.8443302,0,0
0,63,0,0.3013597,1.031969,0.008902881,0.002760064,0,0.3491667,1.174137,0.01069982,0.003963477,0,0,0.8671776,0,0
0,66,0,0.3224174,1.099456,0.009459201,0.002881098,0,0.3709859,1.243718,0.01129343,0.00411649,0,0,0.8856884,0,0
0,69,0,0.3430418,1.161653,0.010002,0.002995708,0,0.3921949,1.307456,0.01186937,0.004261337,0,0,0.9037068,0,0
0,72,0,0.3631409,1.21849,0.01053,0.003104817,0,0.4127272,1.36477,0.01242662,0.004399254,0,0,0.9120738,0,0
0,75,0,0.3826438,1.269007,0.01104227,0.003209301,0,0.4325225,1.414354,0.01296479,0.004531504,0,0,0.9187829,0,0
0,78,0,0.4014865,1.312805,0.0115382,0.00331005,0,0.4515248,1.456877,0.01348341,0.004659335,0,0,0.9251656,0,0
0,81,0,0.4196189,1.350294,0.01201726,0.003407899,0,0.4697058,1.492514,0.01398217,0.004783794,0,0,0.9268668,0,0
0,84,0,0.4370078,1.381466,0.01247911,0.003503577,0,0.487046,1.521186,0.014461,0.004905828,0,0,0.9278636,0,0
0,87,0,0.4536284,1.406574,0.01292356,0.003597747,0,0.5035315,1.543632,0.01491985,0.005026281,0,0,0.9287084,0,0
0,90,0,0.4694664,1.426241,0.01335049,0.003690979,0,0.5191631,1.560594,0.01535872,0.005145825,0,0,0.9294295,0,0
0,93,0,0.4845187,1.441114,0.01375983,0.003783732,0,0.5339527,1.572743,0.01577771,0.005264967,0,0,0.9300494,0,0
0,96,0,0.4987921,1.45178,0.01415165,0.003876351,0,0.5479189,1.58066,0.01617708,0.005384074,0,0,0.9305866,0,0
0,99,0,0.5123001,1.458743,0.01452609,0.00396909,0,0.5610845,1.584849,0.01655713,0.005503404,0,0,0.9310561,0,0
0,102,0,0.5250605,1.462439,0.01488337,0.004062125,0,0.5734743,1.585746,0.01691825,0.005623127,0,0,0.9314703,0,0
0,105,0,0.5370944,1.463249,0.01522378,0.004155574,0,0.5851145,1.583731,0.01726082,0.005743344,0,0,0.9318394,0,0
0,108,0,0.5484244,1.461504,0.01554761,0.004249504,0,0.5960319,1.579139,0.01758526,0.005864102,0,0,0.9321718,0,0
0,111,0,0.5590744,1.457495,0.01585521,0.004343943,0,0.6062531,1.572264,0.01789199,0.005985402,0,0,0.932474,0,0
0,114,0,0.5690687,1.451476,0.01614691,0.004438889,0,0.6158047,1.563367,0.01818142,0.006107211,0,0,0.9327517,0,0
0,117,0,0.578431,1.443678,0.01642308,0.004534318,0,0.6247125,1.552682,0.01845399,0.006229474,0,0,0.9330094,0,0
0,120,0,0.5871851,1.434304,0.01668406,0.004630192,0,0.6330016,1.540419,0.01871012,0.006352117,0,0,0.933251,0,0
0,123,0,0.5953543,1.423539,0.01693022,0.004726455,0,0.6406963,1.526768,0.01895021,0.006475049,0,0,0.9334795,0,0
0,126,0,0.6029611,1.411548,0.01716192,0.004823042,0,0.6478205,1.511897,0.0191747,0.006598166,0,0,0.9336975,0,0
0,129,0,0.6100276,1.398478,0.01737951,0.004919876,0,0.654397,1.49596,0.01938398,0.006721354,0,0,0.9339069,0,0
0,132,0,0.6165752,1.384464,0.01758336,0.005016878,0,0.6604477,1.479096,0.01957848,0.006844495,0,0,0.9341094,0,0
0,135,0,0.6226245,1.369628,0.01777382,0.005113961,0,0.6659939,1.461431,0.0197586,0.006967464,0,0,0.9343066,0,0
0,138,0,0.6281951,1.354081,0.01795124,0.005211037,0,0.671056,1.44308,0.01992474,0.007090133,0,0,0.9344994,0,0
0,141,0,0.6333064,1.337924,0.01811599,0.005308013,0,0.6756536,1.424148,0.02007731,0.007212372,0,0,0.9346888,0,0
0,144,0,0.6379766,1.321248,0.01826841,0.005404796,0,0.6798056,1.404728,0.02021671,0.007334049,0,0,0.9348757,0,0
