"Time [h]","Avg [mg/l]","Var [mg/l]"
74.25,0.06076493,0.01786473
74.5,0.05596882,NaN
75,0.04453434,NaN
75.5,0.03770448,NaN
76,0.03234723,NaN
77,0.02605452,NaN
78,0.02325883,NaN
79,0.01862221,NaN
80,0.01656381,NaN
81,0.01579519,NaN
91,0.006079226,NaN
