"Time [h]","Avg [mg/l]"
0.5,0.1655954
0.75,2.06574
1,3.589093
1.5,5.845019
2,7.874963
2.5,8.172225
3,8.37564
4,7.049321
6,5.037586
8,3.609326
10,2.350707
12,1.412385
16,0.5145285
24,0.03719671
