"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,0.06383096,0.01717239
0.5,0.05201744,0.01175033
0.75,0.03762138,0.009038717
1,0.03244995,0.00813366
1.5,0.02432209,0.008134861
2,0.01730124,0.003615496
3,0.01174518,0.001806546
4,0.007297114,0.00180894
6,0.005041598,0.0009026761
7,0.003176075,0.00180655
8,0.00278657,0.000903872
