"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,1.64,0.4409082
0.5,2.43,0.7593418
1,4.11,1.469694
2,7.56,2.547469
3,13.53,3.50277
4,9.47,2.253531
6,5.26,1.224745
8,3.73,1.273735
12,1.46,1.004291
