"Time [h]","Avg [mg/l]","Var [mg/l]"
0,0.0005,NaN
0.5,0.01105903,0.001701387
1,0.01585938,0.00194444
1.5,0.01549479,0.00121528
2,0.01367188,0.00115451
2.5,0.01172743,0.000911459
3,0.009600694,0.0009722223
4,0.006623264,0.001032986
5,0.003585069,0.0005468757
6,0.002795139,0.0004253471
8,0.001762153,NaN
