"Time [h]","Avg [mg/l]","Var [mg/l]"
74,0.0009999999,NaN
74.5,0.1214575,0.1408906
75,0.1445344,0.09716607
75.5,0.1651822,0.09352221
76,0.1619433,0.08137658
77,0.142915,0.05465583
78,0.1206478,0.0461538
79,0.1,0.03886641
80,0.08785424,0.03522267
82,0.06923077,0.02672065
84,0.05465587,0.0194332
93,0.02672065,NaN
