"Time [h]","Avg [mg/l]","Var [mg/l]"
0.08333334,0.1773568,0.08808123
0.1666667,0.04757944,0.01251051
0.3333333,0.03316938,0.006980721
0.5,0.02859046,0.004578917
0.6666667,0.02571214,0.002878325
1,0.01951293,0.003610662
1.5,0.01578181,0.002920249
2,0.01197681,0.001918144
4,0.006336411,0.001333541
6,0.003424224,0.0007206521
8,0.001850466,0.000587888
10,0.001317697,0.0004186292
24,8.528557E-05,3.448249E-05
