"Time [h]","Avg [mg/l]","Var [mg/l]"
0,0.0009999999,NaN
0.25,0.05919643,0.01285714
0.5,0.04901786,0.008303574
1,0.03642857,0.005892855
1.5,0.02758928,0.004017851
2,0.02142857,0.004285713
3,0.01553571,NaN
4,0.01125,NaN
6,0.006696429,NaN
8,0.003482143,NaN
12,0.001339286,NaN
