"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,0.004093904,NaN
1,0.01832026,0.0095682
1.5,0.01903854,NaN
2,0.01712886,NaN
3,0.0103091,NaN
4,0.006675958,NaN
5,0.003608443,NaN
6,0.002604661,NaN
7,0.001976102,NaN
17,0.000183417,NaN
