"Time [h]","Avg [mg/l]","Var [mg/l]"
185,0.0009999999,NaN
185.5,0.01093117,0.01457491
186,0.01012146,NaN
186.5,0.007692307,NaN
187,0.006477733,NaN
188,0.003238866,NaN
189,0.001619433,NaN
190,0.001214575,NaN
