"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,0.01924999,0.02097515
1,0.0333624,0.01398343
1.5,0.02637337,NaN
2,0.01920152,NaN
3,0.01201307,NaN
4,0.00794386,NaN
5,0.004976229,NaN
6,0.004393238,NaN
7,0.003810911,NaN
17,0.000184149,NaN
