"Time [h]","Avg [mg/l]","Var [mg/l]"
1,0.383441,0.1090429
2,3.366727,1.490872
3,5.659166,0.7999806
4,5.751615,0.7090731
8,2.575815,0.8908868
12,3.072742,0.3818541
