"Time [h]","Avg [mg/l]"
0.08,0.04139717
0.25,0.01713836
0.5,0.01347732
0.75,0.01004696
1,0.008792599
1.5,0.006733934
2,0.004888967
2.5,0.003949772
3,0.00336645
4,0.002318148
6,0.001223207
8,0.0008660714
10,0.0005510271
24,6.595455E-05
