"Time [h]","Avg [mg/l]"
0.25,0.0113585
0.5,0.05099948
0.75,0.05396478
1,0.05207867
1.25,0.04920153
1.5,0.04269612
2,0.0411976
3,0.03079351
4,0.02144283
5,0.01420879
6,0.009087861
7,0.007501276
8,0.004663615
10,0.002605565
