"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,1.23,0.4503332
0.5,1.73,0.2078461
1,2.55,0.9699485
2,6.55,0.2407551
3,12.36,4.122281
4,6.57,2.217025
6,4.36,2.459512
8,2.8,1.316359
12,0.94,0.7967434
