"Time [h]","Avg [mg/l]","Var [mg/l]"
0.08,0.01634127,0.003681938
0.25,0.03163564,0.0120054
0.5,0.04292583,0.01431668
0.75,0.02673086,0.008916349
1,0.02257734,0.007024572
1.5,0.01813219,0.01357058
2,0.01558304,0.009450476
2.5,0.01251497,0.007590396
3,0.01112563,0.00529699
4,0.008644944,0.005010053
6,0.006288098,0.005476529
8,0.003994413,0.002105015
10,0.003056991,0.001690433
