"Time [h]","Avg [mg/l]"
0.08,0.07673796
0.25,0.04919748
0.5,0.03043449
0.75,0.02037424
1,0.02036083
1.5,0.01421686
2,0.01145977
2.5,0.009168862
3,0.007442451
4,0.006437223
6,0.004714279
8,0.00449906
12,0.003237043
24,0.001066572
