"Time [h]","Avg [mg/l]"
0.25,5.069215E-06
0.5,1.015962E-05
0.75,9.379759E-06
1,7.781137E-06
1.5,5.355181E-06
2,3.785173E-06
2.5,3.313558E-06
3,2.537735E-06
4,1.794832E-06
6,9.470406E-07
8,5.866501E-07
10,3.732608E-07
24,9.699178E-08
