"Time [h]","Avg [mg/l]","Var [mg/l]"
146.08,0.01760575,0.01186153
146.25,0.0387103,0.01753786
146.5,0.06415394,0.02358434
146.75,0.04073279,0.0101342
147,0.03362749,0.008792664
147.5,0.02776822,0.007975351
148,0.02485898,0.006184841
148.5,0.02317195,0.006355528
149,0.02012518,0.005007084
150,0.01645844,0.00348114
152,0.01490252,0.004870248
154,0.01171458,0.003364564
156,0.01029058,0.003363038
158,0.009224121,0.004591319
