"Time [h]","Avg [mg/l]","Var [mg/l]"
74.5,0.04025995,0.06127043
75,0.06419317,0.04147593
75.5,0.06445337,0.02545009
76,0.06348912,0.02215099
77,0.05407674,0.01649542
78,0.04616143,0.01602413
79,0.03457322,0.0169667
80,0.02788287,0.01272503
81,0.02486642,NaN
91,0.01006734,NaN
