"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,0.05810056,0.03626208
0.5,0.03992551,0.03389716
1,0.02592179,0.03705039
1.5,0.0239851,0.03626207
2,0.02026071,0.03626208
3.5,0.009832402,0.03310884
5,0.00670391,0.03626207
