"Time [h]","Avg [mg/l]"
128.0833,0.000722
128.25,0.00103
128.5,0.000833
129,0.000528
129.25,0.000444
129.5,0.000444
129.75,0.000333
130,0.000333
130.5,0.000222
131,0.000194
132,0.000139
133,0.000111
134,0.000111
