"Time [h]","Avg [mg/l]","Var [mg/l]"
170,0.0009999999,NaN
170.5,0.04939271,0.07044534
171,0.09473684,0.06194331
171.5,0.1008097,0.05465583
172,0.1024292,0.0510123
173,0.07570851,0.04493925
174,0.05425101,0.03643725
175,0.04089069,0.02793522
176,0.0340081,0.02550606
178,0.02348178,0.02550608
180,0.01781376,0.02064779
189,0.007287449,NaN
