"Time [h]","Avg [mg/l]","Var [mg/l]"
122.5,0.02420342,0.03495861
123,0.06161909,0.03432298
123.5,0.06710771,0.02542443
124,0.06085262,0.02097515
125,0.05494989,0.01715919
126,0.05399993,0.02161075
127,0.04130626,0.01589028
128,0.03485175,0.011441
129,0.03280221,NaN
139,0.01394685,NaN
