"Time [h]","Avg [mg/l]","Var [mg/l]"
0,0.0009999999,NaN
0.5,0.009866667,0.01333333
1,0.0192,0.009599999
1.5,0.01866667,0.005866663
2,0.01653333,0.004000002
3,0.01306667,0.00453333
4,0.01013333,0.005066669
6,0.004533333,NaN
8,0.002133333,NaN
