"Time [h]","Avg [mg/l]","Var [mg/l]"
0.33,0.004123711,0.001030928
0.66,0.008041237,0.001082475
1,0.00871134,0.001082475
1.5,0.00871134,0.001082475
2,0.008041237,0.001082475
3,0.005360825,0.001082474
5,0.002268041,0.001030928
8,0.00128866,0.0009793811
14,0.0006185567,0.001082474
