"Time [h]","Avg [mg/l]"
0.08,0.1024612
0.25,0.07117429
0.5,0.05908416
0.75,0.04452352
1,0.0381829
1.5,0.03146371
2,0.02743706
2.5,0.02298108
3,0.02139012
4,0.01428734
6,0.01054188
8,0.009149262
12,0.005489816
24,0.001157063
