"Time [h]","Avg [mg/l]"
0.17,0.02196482
0.25,0.09609839
0.5,0.0581666
0.75,0.04491255
1,0.03249592
1.5,0.03151618
2,0.02300525
2.5,0.02056752
3,0.01576695
4,0.008134579
6,0.003067903
8,0.001512589
