"Time [h]","Avg [mg/l]","Var [mg/l]"
0,0.0005,NaN
0.17,0.03825684,0.007989231
0.33,0.02978061,0.008363749
0.5,0.02417237,0.006779511
0.75,0.0201737,0.004220488
1,0.01614934,0.004532394
1.5,0.01240241,0.003478435
2,0.009792784,0.002748402
2.5,0.008290795,0.002328433
3,0.006546547,0.0004485921
4,0.004692026,0.0009798415
6,0.002620178,0.0007348729
9,0.001548889,0.0006613054
12,0.0009029115,0.0005211505
24,0.0002121431,0.0001720571
