"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,0.01757065,0.01282656
1,0.02588229,NaN
1.5,0.02197114,NaN
2,0.01694891,NaN
3,0.01172271,NaN
4,0.008344739,NaN
5,0.00496766,NaN
6,0.00418221,NaN
7,0.003400338,NaN
