"Time [h]","Avg [mg/l]"
217,1.333521
217.5,4.823179
218,6.072022
218.5,6.812921
219,7.079458
220,6.309573
221,4.381942
222,2.928645
224,1.439903
228,0.2712273
232,0.09809947
