"Time [h]","Avg [mg/l]","Var [mg/l]"
146.08,0.001485273,0.0002440872
146.25,0.02516987,0.02062248
146.5,0.04013509,0.0258405
146.75,0.03447029,0.02049495
147,0.0314628,0.01720309
147.5,0.03114527,0.01511394
148,0.03051979,0.0125687
148.5,0.02647936,0.009418295
149,0.02297383,0.00848897
150,0.01894668,0.006479805
152,0.0172936,0.008653984
154,0.01224914,0.006317036
156,0.01041409,0.005053666
158,0.008944207,0.005031521
