"Time [h]","Avg [mg/l]"
0.08,4.187355E-05
0.25,1.929181E-05
0.5,1.438149E-05
0.75,1.101107E-05
1,9.134716E-06
1.5,6.811425E-06
2,5.079031E-06
2.5,3.889972E-06
3,3.315375E-06
4,2.222763E-06
6,1.11182E-06
8,8.085315E-07
10,5.008498E-07
24,1.050899E-07
