"Time [h]","Avg [mg/l]"
0.5,0.1466079
0.75,3.252144
1,5.886573
1.5,8.217827
2,8.439918
2.5,7.644935
3,7.132585
4,6.804507
6,4.830436
8,3.213858
10,2.237716
12,1.242899
16,0.3262104
