"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,3.06,1.028591
1,6,1.65469
2,9.67,0.9615093
4,10.61,3.532987
8,5.81,3.376463
72,0.096,0.2146625
72.5,3.53,1.923019
73,5.91,2.437314
74,9.94,4.002562
76,9.52,6.976532
80,3.59,2.95161
144,0.084,0.1878297
144.5,3.46,3.197577
145,7.47,4.673382
146,8.47,1.923019
148,8.94,2.817446
152,2.61,1.878297
