"Time [h]","Avg [mg/l]"
1.5,0.01700745
1.75,0.02676059
2,0.03262783
2.25,0.035018
2.5,0.03501306
3,0.03600895
4,0.02889098
5,0.02488269
6,0.01361774
7,0.01025107
8,0.006510167
9,0.005006121
11,0.002918318
