"Time [h]","Avg [mg/l]"
0.5,0.007423466
0.75,0.01765055
1,0.02366277
1.5,0.01538494
2.5,0.02181282
3,0.01282684
4,0.006916409
6,0.004515162
8,0.005267244
10,0.004714353
12,0.003842969
15,0.002790103
24,0.001294081
