"Time [h]","Avg [mg/l]","Var [mg/l]"
0,0.0005,NaN
0.5,0.01895833,0.002065975
1,0.02606771,0.002673609
1.5,0.0247309,0.002309031
2,0.02163194,0.00182292
2.5,0.01798611,0.001701389
3,0.01561632,0.001762152
4,0.009965277,0.001276042
5,0.0065625,0.0009722223
6,0.004982639,0.0007899309
8,0.003098958,0.0004861114
