"Time [h]","Avg [mg/l]","Var [mg/l]"
0.08,0.0009190348,0.0006251647
0.25,0.006266825,0.005263361
0.5,0.008664772,0.00552063
0.75,0.008440037,0.004509666
1,0.007907511,0.003914135
1.5,0.008109928,0.003253146
2,0.00711866,0.002855518
2.5,0.005932589,0.002936768
3,0.004817403,0.002200273
4,0.003711723,0.001837388
6,0.002203436,0.001221479
8,0.001589032,0.00101237
10,0.001131152,0.0007693714
