"Time [h]","Avg [mg/l]"
0.5,0.04307222
0.75,0.09086312
1,0.05774111
1.5,0.04495055
2,0.02881463
2.5,0.0243284
3,0.02263602
4,0.02178148
6,0.01291274
8,0.01067114
12,0.006724471
24,0.001317428
