"Time [h]","Avg [mg/l]","Var [mg/l]"
104.0833,0.0131,NaN
104.25,0.00972,0.00258
104.5,0.00612,0.00193
104.75,0.00354,0.00112
105,0.00307,0.00078
105.25,0.00235,0.00055
105.75,0.00161,0.00041
106,0.00144,0.00045
106.5,0.00122,0.0003
107,0.0009999999,0.0002
107.5,0.00071,0.0002
108,0.00051,0.0001
109,0.0004,0.0001
110,0.0003,0.0001
