"Time [h]","Avg [mg/l]"
0.08333334,0.0226
0.25,0.0159
0.5,0.00945
1,0.00675
1.5,0.00413
1.75,0.00374
2,0.0033
2.5,0.00271
3,0.00232
4,0.00161
5,0.00131
6,0.00112
7,0.00081
8,0.0007
9,0.00051
