"Time [h]","Avg [mg/l]","Var [mg/l]"
132.08,0.0007764297,0.0006707574
132.25,0.001735006,0.001142521
132.5,0.001949217,0.00128358
132.75,0.001779459,0.001410676
133,0.001624449,0.001140532
133.25,0.001285738,0.0008191888
133.5,0.0009788297,0.000623611
133.75,0.001004222,0.0008434218
134,0.0008157427,0.0005727356
134.5,0.0006710513,0.0004860608
135,0.0006124045,0.0003150879
135.5,0.0005103692,0.0002932819
136,0.0005034657,0.0002590549
138,0.000353773,0.0002722952
