"Time [h]","Avg [mg/l]"
0.25,0.02807617
0.5,0.02201741
1.216667,0.01424062
2.183333,0.007675129
3.183333,0.006201037
4.166667,0.004860217
5.183333,0.003732899
7.166667,0.002537386
9.183333,0.001889208
11.16667,0.001572301
13.16667,0.001256607
