"Time [h]","Avg [mg/l]","Var [mg/l]"
0.25,0.04812834,0.02032085
0.5,0.04206774,0.01782532
0.75,0.03565062,0.01426024
1,0.03012478,0.01212122
1.5,0.02513369,0.01212121
2,0.02085562,0.009982179
3,0.01212121,0.005704098
4,0.009269162,0.004634581
5,0.0057041,0.002317291
6,0.004991087,0.002673796
