"Time [h]","Avg [mg/l]","Var [mg/l]"
0.08333334,0.06826481,0.03548784
0.25,0.06508359,0.01891245
0.5,0.03850279,0.01026483
1,0.02691856,0.007822184
1.5,0.0163093,0.005941331
2,0.01554926,0.003052792
2.5,0.01,0.004931487
3,0.008666103,0.003595687
