"Time [h]","Avg [mg/l]"
0.25,0.01210635
0.5,0.06488906
0.75,0.06044231
1,0.05833107
1.25,0.05318992
1.5,0.04583131
2,0.03500319
3,0.02303062
4,0.01697242
5,0.01085523
6,0.007721423
7,0.005895428
8,0.004406638
10,0.002738073
