"Time [h]","Avg [mg/l]"
132,0.0001160542
132.08,0.001160542
132.17,0.004487427
132.25,0.007388782
132.33,0.009632495
132.5,0.01056093
132.75,0.009245649
133.08,0.006847195
133.17,0.006344294
133.25,0.006073501
133.33,0.005764023
133.5,0.005222437
133.75,0.004410058
134,0.004061895
134.5,0.003288201
135,0.002940039
135.5,0.002359768
136,0.001895551
137,0.001431335
138,0.001083172
139,0.0009284331
141,0.0005415861
