"Time [h]","Avg [mg/l]"
0.08,0.1020651
0.16,0.09058138
0.25,0.08197502
0.33,0.07337115
0.5,0.06477959
0.75,0.05906761
1,0.05121947
1.5,0.0391042
2,0.03272801
3,0.01926709
4,0.01265059
6,0.00618778
8,0.004396125
