"Time [h]","Avg [mg/l]","Var [mg/l]"
0.03,0.0598561,0.06252381
0.25,0.035334,0.006606312
0.5,0.0260413,0.004868875
0.75,0.02085821,0.00294503
1,0.01741662,0.004042586
1.5,0.01164837,0.001644683
2,0.008704804,0.001627514
3,0.005903157,0.001370187
4,0.00429072,0.0004181133
6,0.002463578,0.0005718234
8,0.001694009,0.0006887002
12,0.0008826391,0.0005044948
16,0.0004350651,0.0003165938
24,0.0001197604,0.0001559038
