"Time [h]","Avg [mg/l]","Var [mg/l]"
0,0.0005,NaN
0.17,0.003685804,0.004195047
0.33,0.0134596,0.007771452
0.5,0.01525695,0.009980979
0.75,0.01483785,0.00633512
1,0.01383978,0.005908958
1.5,0.01138811,0.00486222
2,0.008619536,0.003680168
2.5,0.007092616,0.00302824
3,0.005755468,0.002457336
4,0.004236587,0.0008855273
6,0.002082325,0.0008890594
9,0.001176426,0.0005022811
12,0.0006929882,0.0004533473
24,0.0001436343,0.0002004763
