"Time [h]","Avg [mg/l]","Var [mg/l]"
0.5,0.01563506,0.02309185
1,0.02800338,0.01602413
1.5,0.02350127,0.01084156
2,0.01845495,NaN
3,0.01176411,NaN
4,0.008475058,NaN
5,0.005322059,NaN
6,0.004073787,NaN
7,0.003505774,NaN
17,0.0005447035,NaN
