"Time [h]","Avg [mg/l]"
0.08,0.06592891
0.25,0.0546393
0.5,0.04206618
0.75,0.03543239
1,0.03033731
1.5,0.02065995
2,0.01577459
2.5,0.01441432
3,0.01006091
4,0.008967583
6,0.004622332
8,0.003583589
12,0.001686351
