"Time [h]","Avg [mg/l]"
0.5,0.1467636
0.75,0.7850217
1,2.233203
1.5,5.355392
2,8.063281
2.5,8.567849
3,7.885859
4,6.955317
6,5.075094
8,3.40202
10,2.237716
12,1.242899
16,0.2508832
