"Time [h]","Avg [mg/l]","Var [mg/l]"
1.03,0.0959241,0.1306164
1.25,0.03683537,0.007279934
1.5,0.02752701,0.006848169
1.75,0.02204822,0.006628579
2,0.01815667,0.005458621
2.5,0.01495198,0.002111112
3,0.01132966,0.001667643
4,0.008466635,0.001673299
5,0.006595946,0.001303585
7,0.004473036,0.001433787
9,0.003436723,0.001250428
13,0.002000805,0.0009808078
17,0.001214332,0.0007424678
25,0.0004997988,0.000437516
