"Time [h]","Avg [mg/l]","Var [mg/l]"
0,5E-05,NaN
0.25,0.02068027,0.0155102
0.5,0.02857143,0.01306123
0.75,0.02394558,0.006802723
1,0.02285714,0.007619044
1.5,0.01795918,0.0062585
2,0.0152381,0.0059864
3,0.01006803,0.005714289
4,0.007346939,0.003809524
5,0.004353742,NaN
6,0.003537415,NaN
